Year,Africa Eastern and Southern,Afghanistan,Africa Western and Central,Angola,Albania,Arab World,United Arab Emirates,Argentina,Antigua and Barbuda,Australia,Austria,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Belize,Bolivia,Brazil,Barbados,Brunei Darussalam,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Cyprus,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Spain,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Gabon,United Kingdom,Ghana,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Guatemala,Guyana,High income,Honduras,Heavily indebted poor countries (HIPC),Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kenya,Cambodia,St. Kitts and Nevis,"Korea, Rep.",Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Latin America & Caribbean,Least developed countries: UN classification,Low income,Sri Lanka,Lower middle income,Low & middle income,Late-demographic dividend,Luxembourg,Morocco,Madagascar,Middle East & North Africa,Mexico,Middle income,Mali,Malta,Myanmar,Middle East & North Africa (excluding high income),Mongolia,Mozambique,Mauritania,Mauritius,Malaysia,North America,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,New Zealand,OECD members,Other small states,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Pre-demographic dividend,"Korea, Dem. People's Rep.",Portugal,Paraguay,Pacific island small states,Post-demographic dividend,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,Somalia,Sub-Saharan Africa (excluding high income),Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Sweden,Syrian Arab Republic,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Latin America & the Caribbean (IDA & IBRD countries),Middle East & North Africa (IDA & IBRD countries),Tonga,South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Tunisia,Turkey,Tanzania,Uganda,Upper middle income,Uruguay,United States,St. Vincent and the Grenadines,"Venezuela, RB",Vietnam,World,Samoa,"Yemen, Rep.",South Africa
1990,1.017504843,0.238472916,0.440470203,0.534250026,1.840840616,2.870778858,30.29910246,3.06082582,3.358226856,15.44673046,7.58936421,10.96677472,0.07632838,0.066961502,0.111658248,8.437435373,21.65641314,6.946964996,1.759493266,0.827404692,1.330575227,3.755753393,15.15186654,0.057005636,15.1355282,8.928048339,6.452219106,2.290838222,1.914542564,0.227256089,0.246178169,0.091875589,0.356424553,1.476018372,0.170068854,0.295899134,0.920038109,4.714389221,3.341516163,5.948219187,0.558949717,0.852006475,10.13044504,1.101844805,2.635596776,1.664181237,1.279486681,2.494467181,10.47342951,9.476590536,1.52478792,1.546643045,5.53215372,0.048237691,8.472880884,1.013566263,10.94169357,1.001955873,6.122359687,4.349689782,9.724252827,0.188854549,0.157423742,0.198829002,0.174311597,0.143133868,7.416057913,1.141931733,0.434248626,1.587502321,11.44156557,0.496437957,0.153418229,0.144929287,6.498947174,2.571346992,2.171361504,0.501678434,0.993315,0.815761138,0.250988842,0.644102026,8.821920709,3.179919204,3.722922057,7.65228038,7.253218884,7.145018163,3.086903142,2.784720103,8.848215877,0.258803383,0.140380634,2.732240437,5.814186349,1.825669448,0.119761295,2.004971759,0.216771672,8.134492072,1.231714474,2.035780827,0.135412711,0.653292827,0.221635184,1.099788973,2.111080924,3.407986849,29.64514862,0.875946152,0.076733088,3.334142805,3.189063644,2.218259842,0.049704642,6.550526583,0.101366419,2.324716436,5.93826675,0.086238147,0.412908909,1.095605771,3.116502968,18.98661574,0.074751526,0.71261686,0.462448798,9.92207476,6.884400773,0.049721033,6.700102108,10.23767261,4.933213172,0.567126621,1.088651877,0.934692369,0.659825325,0,0.470119976,9.189525421,0.443444725,6.079419183,4.113903954,0.49012493,0.990575142,11.78688337,26.32932654,7.440359782,14.63052427,0.071341521,0.567342503,10.24961152,0.266533092,0.309580822,9.753433721,0.480971177,0.078708022,0.451606562,0.101036818,0.783480197,0.783664211,4.619289348,0.419424382,4.294504269,6.233324979,2.375831662,0.065400579,1.607822569,10.28766742,0.257000617,1.565820805,1.984006252,2.329490781,0.841494073,0.567342503,0.783664211,11.55495647,1.668181375,2.581889114,0.074988549,0.04552161,3.369752474,1.23810216,19.40922912,0.744262204,5.252470818,0.270779674,3.902964422,0.675688127,0.56703735,6.729798587
1991,0.971323798,0.206030281,0.474867701,0.533109052,1.258115765,2.912911283,31.74752305,3.183892912,3.472057826,15.31532053,8.049113779,11.39089005,0.064083941,0.066297713,0.102557668,6.789563048,20.30359266,7.202871954,2.249707015,0.822938916,1.353001626,3.741714774,12.69683856,0.052110347,14.72781732,8.25775687,6.716198199,2.190399514,2.000547455,0.22568426,0.218324206,0.048456844,1.271512505,1.498296954,0.165143805,0.288826182,0.955627946,4.562310365,2.569907961,6.474095319,0.560276711,0.85255126,12.17042554,1.131985212,2.535561112,1.733828908,1.318680606,2.56959646,10.10211165,9.313163327,1.543092579,1.556651239,5.702608834,0.04696636,8.355288111,0.99402159,10.99578359,0.992659757,6.500930535,4.457949241,9.931929003,0.168339541,0.156084161,0.201476622,0.170422306,0.161721082,7.346951195,1.244013187,0.433481836,1.544708567,11.40152593,0.482485956,0.147742454,0.139302715,6.222646384,2.567548341,2.164359065,0.499805953,1.006457864,0.876744877,0.24137364,0.681429666,8.915649356,3.773815525,2.614389023,7.408930282,6.975146494,7.119107279,3.033621131,2.600722831,8.919202349,0.240195282,0.139945989,2.724053391,6.32949634,1.857292448,0.125592741,2.40955608,0.181360014,7.332351139,1.285705102,2.053881551,0.130649029,0.620782993,0.226965148,1.112726994,2.103507576,3.417648805,30.43927649,0.928330252,0.079545775,3.502827879,3.345704957,2.213710678,0.049794292,6.074015034,0.098352378,2.384484497,6.654889856,0.070528058,0.41189436,1.167933953,3.41955733,18.58304512,0.068768,0.773746619,0.449904747,10.25030329,6.396460406,0.060807484,6.469056679,10.18199236,4.724077425,0.544418959,1.240530059,0.876905432,0.636043444,0,0.461322646,9.193856236,0.405466477,5.694072502,4.294075391,0.46604472,0.990090321,11.66465323,29.97820886,6.190123931,14.43061635,0.066347371,0.592678265,11.12582087,0.229759152,0.300431835,9.980597005,0.498782659,0.082784065,0.572798796,0.096232815,0.770214217,0.770451586,4.438080566,0.410007462,4.89093458,6.294260143,2.505579225,0.064965808,1.683282911,9.943342654,0.238156996,1.706548718,2.021428694,2.38979204,0.944951335,0.592678265,0.770451586,10.576776,1.710993704,2.62250984,0.071383052,0.045116466,3.356201716,1.395427405,19.00573561,0.835096314,5.094964181,0.263692435,3.874590704,0.670731707,0.690937429,6.424621766
1992,0.931920141,0.098719116,0.516676903,0.503264464,0.689859284,2.959285707,29.05169877,3.201675429,4.49898385,15.33923978,7.355202189,11.18250206,0.067519349,0.065611787,0.109460957,6.455379545,23.45712527,9.510277114,2.573022375,0.952391991,1.352656787,4.488569364,13.10754761,0.050688759,15.01519284,7.703558251,6.646920803,2.295219951,2.07574444,0.216196337,0.202408113,0.039642237,1.208862043,1.545788217,0.160383454,0.309194604,1.262731913,4.657452316,2.057489364,6.782328475,0.552800585,1.13401185,11.02415801,1.29853669,2.447801991,1.788773439,1.328020711,2.631886473,9.272282445,8.78791394,1.605990072,1.573291557,5.937021047,0.029558418,8.060522613,0.957228198,10.36891768,1.020860478,6.264271583,4.598168911,9.603614785,0.196763056,0.156342316,0.194651749,0.176409537,0.156505369,7.51798648,1.646751269,0.5060742,1.442700736,11.35095343,0.522434461,0.142079949,0.12295937,5.593412349,2.509287585,2.111790114,0.49005363,1.021442537,0.910355784,0.218951614,0.693121231,8.877510588,3.970712947,3.661954687,7.469633069,7.195002928,7.082581542,3.311598681,2.996731501,8.981072936,0.234935687,0.140275786,3.686318842,6.77082969,1.861815047,0.131101031,2.282085983,0.19983893,6.514873693,1.904654411,2.062179358,0.126155346,0.551461255,0.295994317,1.082695749,2.048420056,3.326930046,29.2216485,0.982443203,0.078040291,3.598016881,3.327700803,2.161005146,0.050845539,5.902866563,0.101175222,2.496682869,5.732127774,0.079675509,0.415374455,1.217216981,3.62422945,18.62995599,0.061866936,0.862605099,0.51323011,10.09340915,7.103861725,0.061690247,6.906022595,10.11622694,4.41061455,0.587475538,1.413071454,0.900864734,0.672561006,12.61113563,0.45076564,8.950395696,0.462015086,5.000619227,4.699324611,0.555678165,0.988045224,11.51830824,29.63244066,5.527262887,13.50110639,0.071617858,0.605793263,11.53466539,0.208791938,0.321648442,9.9606958,0.515145271,0.105802411,0.618500323,0.093209675,0.763895986,0.764127199,4.242403985,0.321094289,4.825772956,6.547019076,2.381012141,0.064498459,1.747734311,9.178543497,0.19007061,1.858469038,2.040447072,2.502704102,0.838592004,0.605793263,0.764127199,9.646757258,1.762277169,2.687584443,0.068988017,0.044177064,3.289505198,1.512145189,19.02508245,1.111718439,5.095415857,0.272418874,3.804011014,0.725119343,0.704793064,6.175429944
1993,0.925464632,0.085985605,0.518951549,0.527722889,0.641405614,3.082221879,28.59923567,3.268462271,3.800720617,15.4163129,7.311242503,10.91876374,0.076062691,0.064904659,0.113909624,6.570814841,24.37468762,7.747219302,2.327640734,1.069349503,1.37189196,3.751861719,13.73879951,0.052525353,14.7353487,7.505139587,6.26237251,2.316253343,2.243245307,0.223032003,0.517720218,0.036840635,1.168023501,1.589569053,0.155808311,0.300499649,1.239510862,4.614020269,1.862027903,6.949618321,0.549713502,1.129656302,11.42691286,1.261517476,2.658535391,1.918793856,1.345235491,2.758994094,8.392711013,8.291099606,1.472431592,1.533550334,5.541234933,0.036400784,7.891457628,0.999225077,10.55177326,0.993427484,5.913536994,4.564130402,9.364743235,0.198053537,0.156585939,0.197952418,0.182093326,2.139906665,7.465286989,1.526966224,0.521928185,1.445353057,11.36431021,0.539446717,0.149624037,0.093825177,5.636482777,2.483128437,2.084687922,0.478532675,1.021978582,0.97185669,0.201437618,0.703544619,8.869598723,3.872495572,4.683175551,7.507820647,7.698156244,6.984291424,3.348650458,2.903684085,8.889440755,0.224209954,0.138405153,3.402931382,7.390717261,1.886491135,0.132036175,3.182251845,0.21247523,6.485621646,1.813084894,2.091509166,0.122899658,0.502226511,0.283963689,1.051997258,2.018364375,3.296362256,29.36033713,0.993301371,0.078892544,3.701977574,3.394397816,2.133880957,0.050620804,7.567841253,0.112147375,2.565959268,5.235958353,0.089764421,0.413911427,1.339561535,3.65359824,18.79485121,0.06771782,0.821902461,0.492997641,10.35096081,7.428123111,0.068814146,6.693354235,10.11466511,4.256262585,0.629789828,1.445095498,0.920192916,0.712677845,12.28124041,0.446550077,8.94455034,0.501594315,4.547670648,4.595232659,0.619029493,0.981995808,11.44176537,30.88863143,5.167972278,12.27135261,0.076631313,0.617441315,11.60876835,0.141602587,0.303886748,11.27820343,0.530189896,0.106260965,0.713963338,0.087481123,0.761071297,0.761312763,4.123354522,0.393496293,4.766043343,6.481574196,2.267588072,0.062462627,1.885147374,8.387278062,0.156364636,2.092297901,2.07632255,2.572660951,0.941856084,0.617441315,0.761312763,10.02729967,1.878140514,2.747035115,0.068490194,0.042761817,3.275768893,1.412956528,19.2381088,1.110740864,5.240544514,0.335406593,3.769327631,0.718059802,0.595566317,6.217680011
1994,0.918611814,0.076131454,0.49285848,0.495417829,0.667178794,3.166690293,29.76407103,3.308173561,3.720182735,15.60739289,7.34490087,11.35869013,0.070000866,0.063158427,0.120101811,6.338535346,24.32722575,7.395350355,2.231268501,1.210693963,1.396952923,3.888362471,14.3028896,0.051036406,15.1313782,7.306747437,6.089683784,2.497468296,2.31902906,0.224965523,0.550979678,0.031798893,1.056092571,1.578065234,0.15142338,0.292235308,1.402208667,4.725940419,1.993825507,7.083946559,0.530236325,1.126062722,12.13749813,1.44982103,2.535995092,1.982260191,1.380458736,2.855636497,7.425532732,7.823039814,1.519450528,1.414663436,5.776615746,0.040956131,7.84294042,0.986969743,11.77792413,0.979614868,5.806442913,4.199566423,9.252278701,0.208916042,0.158167092,0.191917706,0.168800904,2.066378765,7.583999957,1.610549097,0.540970172,1.857962092,11.4756011,0.589298661,0.155793186,0.024992377,5.586195195,2.427471579,2.032083035,0.457282717,0.967690372,1.015535177,0.197282975,0.727526089,9.166145367,4.310569057,5.104059767,7.856522605,8.031116873,6.901240953,3.339920177,2.945339799,9.290290626,0.217806655,0.142470838,3.604209717,7.912585453,1.959644856,0.133028227,3.31143438,0.211428091,7.396694989,1.929969672,2.160540248,0.126195581,0.473298334,0.318881886,1.023894441,1.965345253,3.206892562,26.90326984,1.058136454,0.09260291,3.873130335,3.615716848,2.080578466,0.050348729,6.69695862,0.130234082,2.687925913,4.525373003,0.073588194,0.421188905,1.356881365,3.854334585,18.87301504,0.063261345,0.764813082,0.554945043,10.23348227,7.764123753,0.082696086,6.70718232,10.20200824,4.244723626,0.63350157,1.505150483,0.937470979,0.755344104,11.9510009,0.404685348,8.814909778,0.506111864,4.113452886,4.734012075,0.715801818,0.970853435,11.44388538,32.04850072,5.063305396,10.8678168,0.077489959,0.636840582,12.01187517,0.199670372,0.308471769,11.47687894,0.543987082,0.111374595,0.801881941,0.085451629,0.746469507,0.746739369,4.139945261,0.386321141,4.688588114,6.661165994,2.285225045,0.061937247,1.954968488,7.502862896,0.220840821,2.313704692,2.143355181,2.695523297,0.940055777,0.636840582,0.746739369,10.41994291,1.856618639,2.674057416,0.066336376,0.036880718,3.205141641,1.333896048,19.28061081,1.295588521,5.137708804,0.363198329,3.732384777,0.711368258,0.59310583,6.21264227
1995,0.946474948,0.069020116,0.48749479,0.773025567,0.611710204,3.161191366,30.07744196,3.267757293,3.931733458,15.99214254,7.697264741,11.30237113,0.077892803,0.063429892,0.1437007,6.506015239,24.01995395,7.423825483,2.222630241,1.091529183,1.490557743,4.023237014,15.1458036,0.049648396,15.340087,7.365817629,6.169852459,2.659784558,2.560366185,0.229581361,0.522794733,0.029824728,1.082166342,1.621572438,0.168281468,0.310649049,1.35664009,4.806403358,2.119716987,6.78052493,0.523489613,1.40637086,11.44959475,1.515492748,2.540181463,2.180070302,1.417349407,3.056186324,7.197760861,7.750880182,1.726725973,1.473833913,6.056280767,0.045049857,7.953597625,0.984017253,10.98126587,0.980103891,5.916505458,4.249039818,9.036517846,0.218054975,0.159567934,0.194935747,0.165312026,2.01301211,7.843097899,1.695151866,0.617296792,2.009725495,11.54549713,0.679627466,0.157987394,0.11621137,5.56009242,2.507570762,2.090937187,0.451438024,0.932491701,1.131545133,0.206584394,0.768837675,9.288300593,4.433401953,4.769386514,7.477530022,8.434625789,7.32562417,3.425813187,2.96371067,9.347025631,0.229398295,0.141702276,3.564892934,8.522610532,1.957682249,0.13824475,3.769436333,0.205413426,7.57558,2.110695781,2.17424546,0.144552428,0.454583381,0.319027927,1.049804633,2.022897518,3.332275912,21.24197002,1.081711646,0.101666718,3.899990097,3.343977725,2.145600972,0.049031574,6.305988835,0.158080806,2.724212043,4.473422085,0.075565399,0.432221228,1.380899224,4.094183,18.87027184,0.059007687,0.755361321,0.569624811,10.63069644,7.593164225,0.08759703,6.636903142,10.25537813,4.165870211,0.668380315,1.591434287,1.04530328,0.885588716,11.65637021,0.410637002,8.80943173,0.498837434,3.815701001,5.055766027,0.791318441,0.982801516,11.5171331,33.14850413,5.322190223,10.54686908,0.077101134,0.673619397,11.93210503,0.185517661,0.317600779,11.03133319,0.556675091,0.058086136,0.881213488,0.078754378,0.760953098,0.761195014,4.103557098,0.379711268,4.662205132,6.596850845,2.34847312,0.062766051,2.159148071,7.299353289,0.231881699,2.602439877,2.154097108,2.73253743,1.041970575,0.673619397,0.761195014,10.49274438,1.867315405,2.876905529,0.092076907,0.047028492,3.321612873,1.454590567,19.25393761,1.388336125,5.332157043,0.404749873,3.781982439,0.705674802,0.661824774,6.375893519
1996,0.951132322,0.062588034,0.507633495,0.792321385,0.621836957,3.196048494,29.85678902,3.590723767,3.98996808,16.36120365,8.154273323,11.76078263,0.172292933,0.069412751,0.142966515,6.583898792,24.48756699,6.937108247,1.684919966,1.043800008,1.597062891,4.006785322,15.46188694,0.051386918,15.64189767,7.596542118,6.223265482,3.020421711,2.517251858,0.264573265,0.453803258,0.029234816,1.005091867,1.587263613,0.163724738,0.353952768,1.247122739,4.828409814,2.288083728,7.052686776,0.528238217,1.127824849,13.927222,1.600700939,2.439998203,2.166093446,1.460995955,3.059596868,6.96913735,7.773038095,1.92170172,1.521501838,5.7683844,0.048740284,8.168834954,0.999680865,12.20979777,1.045399668,6.15800738,4.24100404,9.363736624,0.234216124,0.16479581,0.188988662,0.162040267,2.927241569,7.801070809,1.881132244,0.587456968,2.076758574,11.81849463,0.668957349,0.158243394,0.134393061,5.669542299,2.500680574,2.082712132,0.457948213,0.936301502,1.17297927,0.214444848,0.790663149,9.616468408,4.498601242,4.725961363,8.441297654,8.56113844,7.248469279,3.533139402,2.930582178,9.432715475,0.243796174,0.146591266,3.531738557,8.981501705,2.063133764,0.151478766,3.910639126,0.199029845,7.823400824,2.150003023,2.307413796,0.147110299,0.426403491,0.455156967,1.042424799,2.006633959,3.303387564,21.14792685,1.05501596,0.094226322,3.949270053,3.500701498,2.131832673,0.049809023,6.106789855,0.164446293,2.746501603,3.751234044,0.072679678,0.446710776,1.419758094,4.553798411,19.22245718,0.065129343,0.787756013,0.594739592,11.19861063,7.771602087,0.088726517,6.832797428,10.50156927,4.293308639,0.673894593,1.57708908,1.120634892,0.945215021,11.36428206,0.419625844,9.199373349,0.506858461,3.346835235,4.843031237,0.76110383,1.006213906,11.72698376,34.27547839,5.479905304,10.35622748,0.07649949,0.692377846,12.29861988,0.171896295,0.328738032,10.8589524,0.568309442,0.069562637,0.771536727,0.074192831,0.771794701,0.772094671,4.198389766,0.373694871,4.640712885,7.19941346,2.494891606,0.062060628,2.151039192,7.129268871,0.312729373,2.886902569,2.285772522,2.755567969,0.831022053,0.692377846,0.772094671,10.57614546,1.899143605,3.120830864,0.100839156,0.050872881,3.310813837,1.678274475,19.61109008,1.389107545,5.835434754,0.44919898,3.806694025,0.759501066,0.65161429,6.486114311
1997,0.971562628,0.056826618,0.488415589,0.7887532,0.470097809,3.21328534,30.49007603,3.570643522,4.183691969,16.56693849,8.059697484,11.45635922,0.197400553,0.076883034,0.157872086,6.420784816,24.23826789,6.159456854,2.076046485,1.043155783,1.683581162,4.362692639,16.31608978,0.050111542,16.00116472,7.379959277,6.030549707,3.419398336,2.543462797,0.316575455,0.459411323,0.027380263,1.164865833,1.685673101,0.159376837,0.37105935,1.207329377,4.927451391,2.493236868,7.013094851,0.529614531,1.416591115,12.05678496,1.793576202,2.448645025,2.199762914,1.495648131,3.090488012,6.592517748,7.500886116,1.970471048,1.602039836,6.206345601,0.050413985,7.995990102,1.019872005,11.79415293,1.009163202,5.989176224,4.231897467,8.956743523,0.239544671,0.168361791,0.191583328,0.176599662,3.038442826,7.856482991,1.969143521,0.607135726,2.269204129,11.95432762,0.673205304,0.164214545,0.158142712,5.538125216,2.499753563,2.077341088,0.454932645,0.915041634,1.270396477,0.220595191,0.82074131,9.838954148,4.615569149,5.400759035,7.929833879,8.733721727,7.303872086,3.560490016,2.963781232,9.313167853,0.225730104,0.150461199,3.733345778,9.367714115,2.15392114,0.156426103,4.409001141,0.193447711,7.608428904,2.120328651,2.409734138,0.152764998,0.401889613,0.451521115,1.063365734,2.00094217,3.255454792,19.71629515,1.092792889,0.098969463,3.992047459,3.691219525,2.129189078,0.052504551,6.452607297,0.161013705,2.85574552,3.647660018,0.078672088,0.431465417,1.410800812,4.753559256,19.92285374,0.063862005,0.736309909,0.625562126,10.66451429,8.129108679,0.096967992,7.357258086,10.64554076,4.373641761,0.681533269,1.625841347,1.108644944,1.031481492,11.10124334,0.440639199,8.916766668,0.527822501,3.023022384,5.038096338,0.822313137,0.992902857,11.88612787,36.33340805,5.028824627,9.647814739,0.074767543,0.717335516,11.07479114,0.204218855,0.35155444,10.40558603,0.552634488,0.053052906,0.925815065,0.06930337,0.775948278,0.776419174,4.276006036,0.368104483,4.623870179,6.486502129,2.44805575,0.061304773,2.18933191,6.769316942,0.169418038,2.90484653,2.385211465,2.865915827,0.931474524,0.717335516,0.776419174,10.92997671,1.935047337,3.206588634,0.092649428,0.052181,3.292260746,1.700223659,20.34787297,1.482923212,5.951989214,0.520398399,3.813515227,0.755528434,0.679157489,6.721030433
1998,0.969680078,0.053197499,0.46162232,0.740253652,0.575350085,3.16314475,29.80576664,3.692658254,4.507026865,17.51162418,8.107272237,11.70341139,0.200918817,0.080228125,0.156908688,6.127081409,25.2730582,7.811424639,1.954414371,1.063388187,1.712516222,4.715334863,13.5052564,0.066177814,16.14184074,6.949300035,6.223627817,3.432427972,2.602487248,0.309825768,0.459121481,0.029654425,1.094302816,1.670563214,0.174627752,0.387866564,1.319700633,5.146445645,2.441409346,7.20802016,0.514354155,1.56733112,11.26273255,2.022052177,2.468804597,2.222977209,1.515138106,3.055468701,6.527569454,7.480261455,1.916637107,1.650597772,6.369906713,0.051673614,7.965992524,0.9241149,11.11284025,0.974819658,6.333336679,4.213455538,8.976845013,0.332295428,0.173010997,0.201918386,0.147266219,2.882742222,8.127412607,2.254393617,0.75048331,2.321638466,11.88294862,0.757185424,0.169566907,0.160250921,5.586091557,2.486516579,2.064653155,0.463653447,0.922483414,1.269366929,0.22978189,0.823779815,10.41561173,4.577483129,3.683584355,7.84536959,8.625020935,7.492433586,3.725745283,2.95511203,8.949762658,0.236690397,0.167234027,4.164256796,7.900143158,2.220291974,0.159390398,4.399604279,0.194639702,7.677840137,2.35258752,2.461689715,0.153605513,0.385486983,0.46378604,1.057961151,1.993496256,3.256218162,17.87143866,1.10457155,0.110069755,3.940604988,3.884388109,2.124085398,0.074320278,6.151258672,0.173422241,2.731198751,3.629545263,0.073748304,0.396600135,1.542543611,4.659355404,19.86500581,0.066377639,0.658873419,0.716810551,10.62696753,8.468984516,0.100616384,7.166448231,10.57016038,4.415525644,0.668702448,1.964071231,1.038269831,1.003454989,10.86425118,0.474760054,8.235419879,0.435747485,2.704027386,5.472335376,0.835969803,0.985843496,11.80907283,37.72893906,4.415891986,9.605894691,0.068937784,0.718263187,11.64669132,0.18104579,0.385118301,9.673526748,0.563089004,0.059340625,0.977963229,0.063144622,0.763743279,0.764345481,4.35460019,0.362699938,4.566825708,6.593624611,2.567375497,0.060488648,2.216958607,6.653390497,0.259042136,2.528046434,2.437815111,2.741126322,1.030545365,0.718263187,0.764345481,11.17540713,1.989513623,3.160786872,0.084262093,0.057871443,3.297308501,1.75627679,20.26688031,1.762408749,5.690345825,0.574404289,3.780610935,0.810002372,0.713056645,6.787881552
1999,0.908374394,0.04065273,0.453548996,0.79725864,0.955359308,3.131298918,28.99499634,3.67974327,4.419208828,17.59695657,7.888819322,11.29525399,0.213081973,0.082427108,0.160636276,5.395448629,24.27184466,7.583408997,1.715631917,0.964022814,1.744558457,4.806714611,12.84432918,0.067453265,16.28681103,6.580907221,6.23321054,3.546178572,2.513859675,0.417275505,0.431428137,0.028745886,0.970895515,1.432583644,0.170179615,0.451890329,1.297154393,5.161969748,2.510673973,7.35382253,0.500019286,1.575299307,10.70314756,2.132252896,2.532050158,2.174741782,1.532576137,3.042058843,6.48828281,7.412124432,1.665312529,1.698422517,6.891100141,0.049422619,7.824787373,0.861589546,10.93994472,0.99218407,6.198684398,4.019822227,8.901466411,0.349769877,0.177535105,0.203583381,0.161409119,3.128410956,8.121394969,2.147829228,0.724953006,2.321002673,11.89436765,0.747208909,0.16974402,0.165883927,5.65663788,2.452766496,2.034636621,0.466838542,0.926743595,1.337342815,0.232321551,0.870943498,10.727642,5.037123341,2.833515795,7.642917143,8.649795918,7.607835904,3.790818243,2.907534828,9.206987231,0.240845592,0.16068698,4.12635826,8.600784651,2.166460514,0.162358159,4.54404522,0.148164172,7.213906349,2.387281596,2.402944782,0.160089261,0.394650835,0.509020568,1.095568439,1.967894019,3.19982887,18.46797143,1.145648308,0.109275143,4.009763902,3.697703795,2.097431683,0.075167221,6.218103195,0.195751182,2.782248487,3.623389675,0.07132843,0.43332563,1.871915063,4.934405111,19.73514048,0.062214534,0.626026879,0.709270872,10.22255884,8.823569621,0.132709649,7.486115095,10.53560704,4.442738359,0.712355399,1.686189102,1.10590052,0.948956702,10.65359825,0.454850331,7.992184018,0.396231058,2.928979076,6.088378078,0.818580669,0.994867925,11.82059766,40.2288575,3.804728009,9.891330474,0.066655664,0.759801003,11.61354032,0.194542943,0.413848586,9.717780203,0.572720572,0.033614394,0.959821956,0.058454954,0.723755407,0.724469941,4.377156109,0.357234717,4.555417079,6.465434031,2.452854978,0.06084287,2.165231704,6.596722828,0.357706536,2.608406623,2.376519897,2.792580403,1.128494486,0.759801003,0.724469941,11.24273791,2.063745821,3.096453342,0.077106098,0.057510311,3.20965952,2.049573686,20.10571961,1.763128346,5.369877255,0.571512649,3.747766066,0.806423741,0.778315573,6.280539028
